date,realtime_start,realtime_end,DTWEXBGS
2024-08-13,2025-05-17,2025-05-17,123.2819
2024-08-14,2025-05-17,2025-05-17,122.7057
2024-08-15,2025-05-17,2025-05-17,122.8791
2024-08-16,2025-05-17,2025-05-17,122.6944
2024-08-19,2025-05-17,2025-05-17,122.1762
2024-08-20,2025-05-17,2025-05-17,122.0677
2024-08-21,2025-05-17,2025-05-17,122.1407
2024-08-22,2025-05-17,2025-05-17,122.6371
2024-08-23,2025-05-17,2025-05-17,121.7525
2024-08-26,2025-05-17,2025-05-17,121.9678
2024-08-27,2025-05-17,2025-05-17,122.1318
2024-08-28,2025-05-17,2025-05-17,122.1586
2024-08-29,2025-05-17,2025-05-17,122.4706
2024-08-30,2025-05-17,2025-05-17,122.5582
2024-09-02,2025-05-17,2025-05-17,
2024-09-03,2025-05-17,2025-05-17,123.0052
2024-09-04,2025-05-17,2025-05-17,122.7434
2024-09-05,2025-05-17,2025-05-17,122.6747
2024-09-06,2025-05-17,2025-05-17,122.7145
2024-09-09,2025-05-17,2025-05-17,122.9408
2024-09-10,2025-05-17,2025-05-17,123.2266
2024-09-11,2025-05-17,2025-05-17,123.0007
2024-09-12,2025-05-17,2025-05-17,122.684
2024-09-13,2025-05-17,2025-05-17,121.9128
2024-09-16,2025-05-17,2025-05-17,121.7684
2024-09-17,2025-05-17,2025-05-17,121.8724
2024-09-18,2025-05-17,2025-05-17,121.8295
2024-09-19,2025-05-17,2025-05-17,121.5773
2024-09-20,2025-05-17,2025-05-17,121.6673
2024-09-23,2025-05-17,2025-05-17,121.687
2024-09-24,2025-05-17,2025-05-17,121.3868
2024-09-25,2025-05-17,2025-05-17,121.6868
2024-09-26,2025-05-17,2025-05-17,121.3274
2024-09-27,2025-05-17,2025-05-17,121.356
2024-09-30,2025-05-17,2025-05-17,121.5298
2024-10-01,2025-05-17,2025-05-17,121.9152
2024-10-02,2025-05-17,2025-05-17,121.8154
2024-10-03,2025-05-17,2025-05-17,122.3469
2024-10-04,2025-05-17,2025-05-17,122.4533
2024-10-07,2025-05-17,2025-05-17,122.6545
2024-10-08,2025-05-17,2025-05-17,122.9111
2024-10-09,2025-05-17,2025-05-17,123.1373
2024-10-10,2025-05-17,2025-05-17,123.3431
2024-10-11,2025-05-17,2025-05-17,123.2275
2024-10-14,2025-05-17,2025-05-17,
2024-10-15,2025-05-17,2025-05-17,123.773
2024-10-16,2025-05-17,2025-05-17,124.1606
2024-10-17,2025-05-17,2025-05-17,124.3466
2024-10-18,2025-05-17,2025-05-17,124.1511
2024-10-21,2025-05-17,2025-05-17,124.7004
2024-10-22,2025-05-17,2025-05-17,124.6396
2024-10-23,2025-05-17,2025-05-17,124.9181
2024-10-24,2025-05-17,2025-05-17,124.743
2024-10-25,2025-05-17,2025-05-17,124.8418
2024-10-28,2025-05-17,2025-05-17,125.0385
2024-10-29,2025-05-17,2025-05-17,125.0952
2024-10-30,2025-05-17,2025-05-17,125.0444
2024-10-31,2025-05-17,2025-05-17,125.0247
2024-11-01,2025-05-17,2025-05-17,125.0403
2024-11-04,2025-05-17,2025-05-17,124.8168
2024-11-05,2025-05-17,2025-05-17,124.7803
2024-11-06,2025-05-17,2025-05-17,125.9311
2024-11-07,2025-05-17,2025-05-17,125.016
2024-11-08,2025-05-17,2025-05-17,125.8066
2024-11-11,2025-05-17,2025-05-17,
2024-11-12,2025-05-17,2025-05-17,126.987
2024-11-13,2025-05-17,2025-05-17,127.1591
2024-11-14,2025-05-17,2025-05-17,127.2123
2024-11-15,2025-05-17,2025-05-17,127.1021
2024-11-18,2025-05-17,2025-05-17,126.8336
2024-11-19,2025-05-17,2025-05-17,126.6361
2024-11-20,2025-05-17,2025-05-17,127.1023
2024-11-21,2025-05-17,2025-05-17,127.3063
2024-11-22,2025-05-17,2025-05-17,127.6683
2024-11-25,2025-05-17,2025-05-17,127.211
2024-11-26,2025-05-17,2025-05-17,127.6435
2024-11-27,2025-05-17,2025-05-17,127.0601
2024-11-28,2025-05-17,2025-05-17,
2024-11-29,2025-05-17,2025-05-17,126.8114
2024-12-02,2025-05-17,2025-05-17,127.3499
2024-12-03,2025-05-17,2025-05-17,127.1983
2024-12-04,2025-05-17,2025-05-17,126.9956
2024-12-05,2025-05-17,2025-05-17,126.6638
2024-12-06,2025-05-17,2025-05-17,126.9271
2024-12-09,2025-05-17,2025-05-17,126.8394
2024-12-10,2025-05-17,2025-05-17,127.1884
2024-12-11,2025-05-17,2025-05-17,127.095
2024-12-12,2025-05-17,2025-05-17,127.2039
2024-12-13,2025-05-17,2025-05-17,127.5569
2024-12-16,2025-05-17,2025-05-17,127.5235
2024-12-17,2025-05-17,2025-05-17,127.7565
2024-12-18,2025-05-17,2025-05-17,127.8936
2024-12-19,2025-05-17,2025-05-17,128.8598
2024-12-20,2025-05-17,2025-05-17,128.1411
2024-12-23,2025-05-17,2025-05-17,128.5356
2024-12-24,2025-05-17,2025-05-17,128.5651
2024-12-25,2025-05-17,2025-05-17,
2024-12-26,2025-05-17,2025-05-17,128.5679
2024-12-27,2025-05-17,2025-05-17,128.6972
2024-12-30,2025-05-17,2025-05-17,129.0474
2024-12-31,2025-05-17,2025-05-17,129.488
2025-01-01,2025-05-17,2025-05-17,
2025-01-02,2025-05-17,2025-05-17,129.6666
2025-01-03,2025-05-17,2025-05-17,129.6721
2025-01-06,2025-05-17,2025-05-17,128.7878
2025-01-07,2025-05-17,2025-05-17,128.8574
2025-01-08,2025-05-17,2025-05-17,129.3038
2025-01-09,2025-05-17,2025-05-17,129.4927
2025-01-10,2025-05-17,2025-05-17,130.0513
2025-01-13,2025-05-17,2025-05-17,130.2142
2025-01-14,2025-05-17,2025-05-17,129.5812
2025-01-15,2025-05-17,2025-05-17,129.4107
2025-01-16,2025-05-17,2025-05-17,129.6284
2025-01-17,2025-05-17,2025-05-17,129.6771
2025-01-20,2025-05-17,2025-05-17,
2025-01-21,2025-05-17,2025-05-17,128.61
2025-01-22,2025-05-17,2025-05-17,128.5428
2025-01-23,2025-05-17,2025-05-17,128.4336
2025-01-24,2025-05-17,2025-05-17,127.6833
2025-01-27,2025-05-17,2025-05-17,128.2856
2025-01-28,2025-05-17,2025-05-17,128.471
2025-01-29,2025-05-17,2025-05-17,128.5324
2025-01-30,2025-05-17,2025-05-17,128.2958
2025-01-31,2025-05-17,2025-05-17,128.6686
2025-02-03,2025-05-17,2025-05-17,129.2815
2025-02-04,2025-05-17,2025-05-17,128.2993
2025-02-05,2025-05-17,2025-05-17,128.1725
2025-02-06,2025-05-17,2025-05-17,128.3958
2025-02-07,2025-05-17,2025-05-17,128.6144
2025-02-10,2025-05-17,2025-05-17,128.8215
2025-02-11,2025-05-17,2025-05-17,128.629
2025-02-12,2025-05-17,2025-05-17,128.5321
2025-02-13,2025-05-17,2025-05-17,128.0821
2025-02-14,2025-05-17,2025-05-17,127.3505
2025-02-17,2025-05-17,2025-05-17,
2025-02-18,2025-05-17,2025-05-17,127.501
2025-02-19,2025-05-17,2025-05-17,127.9207
2025-02-20,2025-05-17,2025-05-17,127.3057
2025-02-21,2025-05-17,2025-05-17,127.3285
2025-02-24,2025-05-17,2025-05-17,127.3749
2025-02-25,2025-05-17,2025-05-17,127.5544
2025-02-26,2025-05-17,2025-05-17,127.4762
2025-02-27,2025-05-17,2025-05-17,128.1589
2025-02-28,2025-05-17,2025-05-17,128.4646
2025-03-03,2025-05-17,2025-05-17,127.9558
2025-03-04,2025-05-17,2025-05-17,128.1864
2025-03-05,2025-05-17,2025-05-17,126.7441
2025-03-06,2025-05-17,2025-05-17,126.3526
2025-03-07,2025-05-17,2025-05-17,126.2243
2025-03-10,2025-05-17,2025-05-17,126.5199
2025-03-11,2025-05-17,2025-05-17,126.2896
2025-03-12,2025-05-17,2025-05-17,126.1251
2025-03-13,2025-05-17,2025-05-17,126.2551
2025-03-14,2025-05-17,2025-05-17,125.9538
2025-03-17,2025-05-17,2025-05-17,125.6291
2025-03-18,2025-05-17,2025-05-17,125.7402
2025-03-19,2025-05-17,2025-05-17,126.0515
2025-03-20,2025-05-17,2025-05-17,126.237
2025-03-21,2025-05-17,2025-05-17,126.509
2025-03-24,2025-05-17,2025-05-17,126.4403
2025-03-25,2025-05-17,2025-05-17,126.3075
2025-03-26,2025-05-17,2025-05-17,126.4839
2025-03-27,2025-05-17,2025-05-17,126.6098
2025-03-28,2025-05-17,2025-05-17,126.6599
2025-03-31,2025-05-17,2025-05-17,126.9402
2025-04-01,2025-05-17,2025-05-17,126.6783
2025-04-02,2025-05-17,2025-05-17,126.6284
2025-04-03,2025-05-17,2025-05-17,125.0254
2025-04-04,2025-05-17,2025-05-17,126.0693
2025-04-07,2025-05-17,2025-05-17,127.0629
2025-04-08,2025-05-17,2025-05-17,127.1122
2025-04-09,2025-05-17,2025-05-17,126.8819
2025-04-10,2025-05-17,2025-05-17,125.3694
2025-04-11,2025-05-17,2025-05-17,124.3156
2025-04-14,2025-05-17,2025-05-17,123.9908
2025-04-15,2025-05-17,2025-05-17,124.1129
2025-04-16,2025-05-17,2025-05-17,123.6167
2025-04-17,2025-05-17,2025-05-17,123.4733
2025-04-18,2025-05-17,2025-05-17,123.3365
2025-04-21,2025-05-17,2025-05-17,122.677
2025-04-22,2025-05-17,2025-05-17,122.7879
2025-04-23,2025-05-17,2025-05-17,123.375
2025-04-24,2025-05-17,2025-05-17,123.285
2025-04-25,2025-05-17,2025-05-17,123.2454
2025-04-28,2025-05-17,2025-05-17,123.0856
2025-04-29,2025-05-17,2025-05-17,122.9514
2025-04-30,2025-05-17,2025-05-17,122.944
2025-05-01,2025-05-17,2025-05-17,123.4811
2025-05-02,2025-05-17,2025-05-17,122.859
2025-05-05,2025-05-17,2025-05-17,122.6335
2025-05-06,2025-05-17,2025-05-17,122.3907
2025-05-07,2025-05-17,2025-05-17,122.4652
2025-05-08,2025-05-17,2025-05-17,123.1019
2025-05-09,2025-05-17,2025-05-17,122.879
